Date,SPY,EFA,EEM,AGG,LQD,IEF,SHY
2021-04-27,417.519989013672,78.870002746582,54.6699981689453,114.370002746582,131.020004272461,113.940002441406,86.2300033569336
2021-04-28,417.399993896484,79.0699996948242,55.0800018310547,114.430000305176,131.039993286133,114.089996337891,86.25
2021-04-29,420.059997558594,79.0999984741211,54.9500007629395,114.370002746582,130.880004882812,113.889999389648,86.2699966430664
2021-04-30,417.299987792969,78.1100006103516,53.9799995422363,114.48999786377,131.149993896484,113.98999786377,86.2799987792969
2021-05-03,418.200012207031,78.9700012207031,53.9799995422363,114.389999389648,131.210006713867,114.110000610352,86.2600021362305
2021-05-04,415.619995117188,77.8000030517578,53.3699989318848,114.529998779297,131.289993286133,114.26000213623,86.2600021362305
2021-05-05,415.75,78.8600006103516,53.6199989318848,114.620002746582,131.449996948242,114.400001525879,86.2799987792969
2021-05-06,419.070007324219,79.5100021362305,54.1300010681152,114.639999389648,131.699996948242,114.449996948242,86.2799987792969
2021-05-07,422.119995117188,80.4100036621094,54.689998626709,114.610000610352,131.75,114.48999786377,86.3099975585938
2021-05-10,417.940002441406,79.9800033569336,53.7099990844727,114.430000305176,131.039993286133,114.26000213623,86.2799987792969
2021-05-11,414.209991455078,78.9300003051758,53.560001373291,114.180000305176,130.559997558594,114.069999694824,86.2699966430664
2021-05-12,405.410003662109,77.6699981689453,52.0800018310547,113.779998779297,129.850006103516,113.519996643066,86.2600021362305
2021-05-13,410.279998779297,78.25,52.0099983215332,114.040000915527,130.339996337891,113.900001525879,86.2799987792969
2021-05-14,416.579986572266,79.5599975585938,52.9500007629395,114.300003051758,131.050003051758,114.150001525879,86.2799987792969
2021-05-17,415.519989013672,79.4100036621094,52.9000015258789,114.199996948242,130.899993896484,114.040000915527,86.2799987792969
2021-05-18,411.940002441406,79.5800018310547,53.6100006103516,114.059997558594,130.470001220703,114.040000915527,86.2900009155273
2021-05-19,410.859985351562,78.879997253418,53.4500007629395,113.900001525879,130.240005493164,113.699996948242,86.2600021362305
2021-05-20,415.279998779297,79.9199981689453,53.7599983215332,114.290000915527,131.130004882812,114.169998168945,86.3000030517578
2021-05-21,414.940002441406,80.0299987792969,53.1399993896484,114.339996337891,131.220001220703,114.209999084473,86.2799987792969
2021-05-24,419.170013427734,80.5199966430664,53.5800018310547,114.449996948242,131.580001831055,114.319999694824,86.3000030517578
2021-05-25,418.239990234375,80.5400009155273,54.1100006103516,114.730003356934,132.070007324219,114.73999786377,86.3000030517578
