Params,Name,Value1,Value2
"(0, 40, 40, 70)",back_9,8.63,0.13
"(0, 40, 40, 90)",front_8,8.33,0.13
"(0, 40, 40, 80)",front_2,8.32,0.12
"(0, 40, 40, 100)",front_4,8.36,0.12
"(0, 40, 50, 10)",back_2,8.63,0.12
"(0, 40, 50, 0)",front_3,6.56,0.11
"(0, 40, 50, 20)",back_3,7.96,0.12
"(0, 40, 50, 30)",back_3,8.09,0.12
"(0, 40, 50, 50)",back_3,9.27,0.13
"(0, 40, 50, 40)",back_3,7.9,0.12
"(0, 40, 50, 60)",back_9,8.69,0.13
"(0, 40, 50, 80)",front_2,8.17,0.12
"(0, 40, 50, 90)",front_4,7.57,0.12
"(0, 40, 50, 70)",back_9,9.19,0.13
"(0, 40, 50, 100)",front_4,8.09,0.12
"(0, 40, 60, 0)",front_2,6.57,0.11
"(0, 40, 60, 10)",back_6,7.75,0.12
"(0, 40, 60, 20)",front_11,7.83,0.12
"(0, 40, 60, 30)",front_10,7.54,0.12
"(0, 40, 60, 40)",back_3,7.26,0.12
"(0, 40, 60, 50)",back_3,8.21,0.12
"(0, 40, 60, 60)",back_3,8.47,0.13
"(0, 40, 60, 70)",back_9,8.15,0.13
"(0, 40, 60, 80)",back_9,8.02,0.13
"(0, 40, 60, 90)",back_9,8.06,0.13
"(0, 40, 60, 100)",front_4,7.61,0.12
"(0, 40, 70, 10)",front_10,6.68,0.11
"(0, 40, 70, 0)",front_7,6.1,0.11
"(0, 40, 70, 20)",front_11,7.23,0.12
"(0, 40, 70, 30)",front_10,7.5,0.12
"(0, 40, 70, 40)",front_10,7.48,0.12
"(0, 40, 70, 50)",back_3,7.77,0.12
"(0, 40, 70, 60)",back_3,8.18,0.12
"(0, 40, 70, 80)",back_3,7.8,0.12
"(0, 40, 70, 70)",back_3,7.86,0.12
"(0, 40, 70, 90)",back_9,7.92,0.12
"(0, 40, 70, 100)",back_9,7.8,0.12
"(0, 40, 80, 0)",back_15,6.11,0.11
"(0, 40, 80, 10)",back_3,7.19,0.12
"(0, 40, 80, 30)",front_10,7.89,0.12
"(0, 40, 80, 20)",back_3,6.81,0.11
"(0, 40, 80, 40)",front_10,7.58,0.12
"(0, 40, 80, 50)",back_6,6.94,0.12
"(0, 40, 80, 60)",back_3,8.4,0.13
"(0, 40, 80, 70)",back_3,8.22,0.12
"(0, 40, 80, 80)",back_9,7.83,0.12
"(0, 40, 80, 90)",back_3,7.64,0.12
"(0, 40, 80, 100)",back_3,8.35,0.13
"(0, 40, 90, 0)",back_8,5.97,0.11
"(0, 40, 90, 10)",back_3,6.82,0.11
"(0, 40, 90, 20)",front_11,7.42,0.12
"(0, 40, 90, 30)",front_10,7.17,0.12
"(0, 40, 90, 40)",front_10,7.6,0.12
"(0, 40, 90, 50)",front_10,6.98,0.12
"(0, 40, 90, 70)",back_3,8.52,0.13
"(0, 40, 90, 60)",back_3,7.06,0.12
"(0, 40, 90, 80)",back_3,8.04,0.12
"(0, 40, 90, 90)",back_3,7.64,0.12
"(0, 40, 90, 100)",back_9,6.99,0.12
"(0, 40, 100, 0)",back_8,5.63,0.11
"(0, 40, 100, 10)",front_10,6.49,0.11
"(0, 40, 100, 20)",front_11,7.14,0.12
"(0, 40, 100, 30)",front_11,6.78,0.12
"(0, 40, 100, 40)",front_10,8.27,0.12
"(0, 40, 100, 50)",front_10,8.2,0.12
"(0, 40, 100, 60)",front_10,6.99,0.12
"(0, 40, 100, 70)",back_3,7.64,0.12
"(0, 40, 100, 90)",back_3,7.11,0.12
"(0, 40, 100, 80)",back_3,8.4,0.13
"(0, 40, 100, 100)",back_3,7.21,0.12
"(0, 50, 0, 0)",back_6,6.76,0.12
"(0, 50, 0, 10)",back_5,9.39,0.13
"(0, 50, 0, 20)",back_5,10.46,0.14
"(0, 50, 0, 30)",back_5,11.12,0.14
"(0, 50, 0, 40)",back_5,11.73,0.14
"(0, 50, 0, 50)",back_5,9.97,0.13
"(0, 50, 0, 60)",back_4,10.19,0.13
"(0, 50, 0, 70)",back_3,9.25,0.13
"(0, 50, 0, 80)",front_9,9.84,0.13
"(0, 50, 0, 90)",front_9,9.9,0.13
"(0, 50, 0, 100)",front_9,9.32,0.13
"(0, 50, 10, 0)",front_15,7.16,0.12
"(0, 50, 10, 10)",back_3,6.89,0.11
"(0, 50, 10, 20)",back_3,9.8,0.13
"(0, 50, 10, 30)",back_3,10.32,0.13
"(0, 50, 10, 40)",back_3,10.78,0.14
"(0, 50, 10, 50)",back_4,9.58,0.13
"(0, 50, 10, 60)",back_4,9.44,0.13
"(0, 50, 10, 70)",back_15,9.39,0.13
"(0, 50, 10, 80)",front_9,9.58,0.13
"(0, 50, 10, 90)",front_9,9.35,0.13
"(0, 50, 10, 100)",front_9,9.92,0.13
"(0, 50, 20, 0)",back_8,8.79,0.13
"(0, 50, 20, 10)",back_3,8.32,0.12
"(0, 50, 20, 20)",back_6,10.16,0.14
"(0, 50, 20, 30)",back_3,9.3,0.13
"(0, 50, 20, 40)",back_3,10.72,0.14
"(0, 50, 20, 50)",back_4,10.26,0.13
"(0, 50, 20, 60)",back_4,9.19,0.13
"(0, 50, 20, 70)",back_4,9.08,0.13
"(0, 50, 20, 80)",front_8,9.64,0.13
"(0, 50, 20, 90)",back_15,9.04,0.13
"(0, 50, 20, 100)",front_8,9.24,0.13
"(0, 50, 30, 0)",back_9,7.13,0.12
"(0, 50, 30, 10)",back_3,8.42,0.12
"(0, 50, 30, 20)",back_3,10.45,0.14
"(0, 50, 30, 30)",back_3,8.53,0.13
"(0, 50, 30, 40)",back_3,8.88,0.13
"(0, 50, 30, 50)",back_4,9.67,0.13
"(0, 50, 30, 60)",back_4,9.02,0.13
"(0, 50, 30, 80)",front_2,8.21,0.12
"(0, 50, 30, 70)",front_7,8.24,0.12
"(0, 50, 30, 90)",front_8,9.11,0.13
"(0, 50, 40, 0)",back_9,7.23,0.12
"(0, 50, 30, 100)",front_4,9.09,0.13
"(0, 50, 40, 10)",back_2,9.18,0.13
"(0, 50, 40, 20)",back_3,10.41,0.14
"(0, 50, 40, 30)",back_3,7.78,0.12
"(0, 50, 40, 40)",back_3,7.99,0.12
"(0, 50, 40, 50)",back_3,8.28,0.12
"(0, 50, 40, 60)",back_3,8.66,0.13
"(0, 50, 40, 70)",front_8,7.69,0.12
"(0, 50, 40, 80)",front_2,8.56,0.12
"(0, 50, 40, 90)",front_4,8.28,0.12
"(0, 50, 40, 100)",front_2,8.46,0.12
"(0, 50, 50, 0)",back_2,7.51,0.12
"(0, 50, 50, 10)",back_2,9.32,0.13
"(0, 50, 50, 20)",back_6,10.01,0.13
"(0, 50, 50, 30)",back_11,7.52,0.12
"(0, 50, 50, 40)",back_3,7.6,0.12
"(0, 50, 50, 50)",back_3,7.67,0.12
"(0, 50, 50, 60)",back_3,7.77,0.12
"(0, 50, 50, 70)",front_12,7.96,0.12
"(0, 50, 50, 80)",back_9,8.96,0.13
"(0, 50, 50, 90)",back_9,8.63,0.13
"(0, 50, 50, 100)",front_2,8.32,0.12
"(0, 50, 60, 10)",back_2,9.31,0.13
"(0, 50, 60, 0)",back_8,6.75,0.12
"(0, 50, 60, 20)",back_6,9.73,0.13
"(0, 50, 60, 30)",back_3,8.74,0.13
"(0, 50, 60, 40)",back_3,8.23,0.13
"(0, 50, 60, 50)",back_3,7.64,0.12
"(0, 50, 60, 60)",back_3,8.82,0.13
"(0, 50, 60, 70)",back_3,7.89,0.12
"(0, 50, 60, 80)",back_9,9.42,0.13
"(0, 50, 60, 90)",back_9,8.88,0.13
"(0, 50, 60, 100)",back_9,8.83,0.13
"(0, 50, 70, 0)",back_2,6.1,0.11
"(0, 50, 70, 10)",back_2,7.78,0.12
"(0, 50, 70, 20)",back_6,8.36,0.13
"(0, 50, 70, 30)",back_6,7.55,0.12
"(0, 50, 70, 40)",front_10,8.28,0.12
"(0, 50, 70, 50)",back_3,7.41,0.12
"(0, 50, 70, 60)",back_3,8.06,0.12
"(0, 50, 70, 70)",back_3,8.52,0.13
"(0, 50, 70, 80)",back_9,8.17,0.13
"(0, 50, 70, 90)",back_9,8.09,0.13
"(0, 50, 70, 100)",front_10,7.96,0.12
"(0, 50, 80, 10)",back_15,8.35,0.12
"(0, 50, 80, 0)",front_2,6.36,0.11
"(0, 50, 80, 30)",front_11,7.83,0.12
"(0, 50, 80, 20)",front_11,7.96,0.12
"(0, 50, 80, 40)",front_10,7.73,0.12
"(0, 50, 80, 50)",back_3,7.48,0.12
"(0, 50, 80, 60)",back_3,8.26,0.12
"(0, 50, 80, 70)",back_3,8.1,0.12
"(0, 50, 80, 80)",back_3,8.46,0.13
"(0, 50, 80, 90)",back_9,8.15,0.13
"(0, 50, 80, 100)",back_9,8.13,0.13
"(0, 50, 90, 0)",front_12,5.92,0.11
"(0, 50, 90, 10)",back_15,7.95,0.12
"(0, 50, 90, 20)",front_11,7.41,0.12
"(0, 50, 90, 30)",back_6,7.4,0.12
"(0, 50, 90, 40)",front_10,7.29,0.12
"(0, 50, 90, 50)",front_10,7.82,0.12
"(0, 50, 90, 60)",back_3,7.65,0.12
"(0, 50, 90, 70)",back_3,8.57,0.13
"(0, 50, 90, 80)",back_3,8.16,0.12
"(0, 50, 90, 90)",back_3,7.83,0.12
"(0, 50, 90, 100)",back_3,7.64,0.12
"(0, 50, 100, 0)",back_15,6.11,0.11
"(0, 50, 100, 20)",back_3,6.7,0.11
"(0, 50, 100, 10)",back_15,7.58,0.12
"(0, 50, 100, 30)",front_11,7.03,0.12
"(0, 50, 100, 40)",front_10,7.88,0.12
"(0, 50, 100, 50)",front_10,7.58,0.12
"(0, 50, 100, 60)",front_10,7.06,0.12
"(0, 50, 100, 70)",back_3,7.95,0.12
"(0, 50, 100, 90)",back_3,8.12,0.12
"(0, 50, 100, 80)",back_3,8.48,0.13
"(0, 50, 100, 100)",back_9,7.83,0.12
"(0, 60, 0, 0)",back_6,6.76,0.12
"(0, 60, 0, 10)",back_6,9.44,0.13
"(0, 60, 0, 20)",back_3,9.68,0.13
"(0, 60, 0, 30)",back_5,10.99,0.14
"(0, 60, 0, 40)",back_5,12.67,0.15
"(0, 60, 0, 50)",back_5,10.67,0.14
"(0, 60, 0, 60)",back_5,9.97,0.13
"(0, 60, 0, 70)",back_4,10.04,0.13
"(0, 60, 0, 80)",back_4,9.42,0.13
"(0, 60, 0, 90)",back_3,9.23,0.13
"(0, 60, 10, 0)",back_5,7.13,0.12
"(0, 60, 0, 100)",front_9,9.84,0.13
"(0, 60, 10, 10)",back_6,8.9,0.13
"(0, 60, 10, 30)",back_5,8.94,0.13
"(0, 60, 10, 20)",back_3,10.13,0.13
"(0, 60, 10, 40)",back_3,9.78,0.13
"(0, 60, 10, 50)",back_3,10.26,0.13
"(0, 60, 10, 60)",back_4,9.5,0.13
"(0, 60, 10, 70)",back_15,10.0,0.13
"(0, 60, 10, 80)",back_15,9.56,0.13
"(0, 60, 10, 90)",front_9,9.5,0.13
"(0, 60, 10, 100)",front_9,9.51,0.13
"(0, 60, 20, 0)",front_15,6.45,0.11
"(0, 60, 20, 10)",back_6,7.4,0.12
"(0, 60, 20, 20)",back_6,10.43,0.14
"(0, 60, 20, 40)",back_3,10.14,0.13
"(0, 60, 20, 30)",back_3,8.94,0.13
"(0, 60, 20, 50)",back_3,10.4,0.14
"(0, 60, 20, 60)",back_4,10.62,0.14
"(0, 60, 20, 70)",back_4,9.45,0.13
"(0, 60, 20, 80)",back_3,8.86,0.13
"(0, 60, 30, 0)",back_8,7.54,0.12
"(0, 60, 20, 100)",front_8,9.89,0.13
"(0, 60, 20, 90)",back_15,8.82,0.13
"(0, 60, 30, 10)",back_5,7.32,0.12
"(0, 60, 30, 20)",back_6,10.14,0.14
"(0, 60, 30, 30)",back_3,9.92,0.13
"(0, 60, 30, 40)",back_3,9.78,0.13
"(0, 60, 30, 70)",back_4,8.39,0.13
"(0, 60, 30, 60)",back_4,10.13,0.13
"(0, 60, 30, 50)",back_3,9.69,0.13
"(0, 60, 30, 80)",back_4,8.85,0.13
"(0, 60, 30, 90)",front_7,8.54,0.12
"(0, 60, 30, 100)",front_8,9.86,0.13
"(0, 60, 40, 0)",back_8,7.2,0.12
"(0, 60, 40, 20)",back_3,10.85,0.14
"(0, 60, 40, 10)",back_3,7.98,0.12
"(0, 60, 40, 30)",back_3,10.29,0.13
"(0, 60, 40, 40)",back_3,9.33,0.13
"(0, 60, 40, 50)",back_3,8.39,0.13
"(0, 60, 40, 60)",back_3,8.57,0.13
"(0, 60, 40, 70)",back_4,8.91,0.13
"(0, 60, 40, 90)",front_4,8.07,0.12
"(0, 60, 40, 80)",front_12,7.81,0.12
"(0, 60, 40, 100)",front_2,9.04,0.13
"(0, 60, 50, 0)",front_3,7.06,0.11
"(0, 60, 50, 10)",back_2,10.2,0.13
"(0, 60, 50, 20)",back_6,9.68,0.13
"(0, 60, 50, 30)",back_3,9.67,0.13
"(0, 60, 50, 40)",back_9,7.32,0.12
"(0, 60, 50, 50)",back_3,7.95,0.12
"(0, 60, 50, 60)",back_3,7.89,0.12
"(0, 60, 50, 70)",back_3,8.65,0.13
"(0, 60, 50, 80)",front_12,8.26,0.13
"(0, 60, 50, 90)",back_9,8.67,0.13
"(0, 60, 50, 100)",front_4,8.79,0.13
"(0, 60, 60, 10)",back_2,8.4,0.12
"(0, 60, 60, 0)",back_2,7.51,0.12
"(0, 60, 60, 20)",back_6,9.26,0.13
"(0, 60, 60, 30)",back_3,9.87,0.13
"(0, 60, 60, 40)",back_3,7.66,0.12
"(0, 60, 60, 50)",back_3,8.65,0.13
"(0, 60, 60, 60)",back_3,7.67,0.12
"(0, 60, 60, 70)",back_3,7.72,0.12
"(0, 60, 60, 80)",back_3,7.65,0.12
"(0, 60, 60, 90)",back_9,8.67,0.13
"(0, 60, 60, 100)",back_9,8.88,0.13
"(0, 60, 70, 0)",back_8,6.75,0.12
"(0, 60, 70, 10)",back_2,7.77,0.12
"(0, 60, 70, 20)",back_3,8.59,0.13
"(0, 60, 70, 30)",back_3,7.99,0.12
"(0, 60, 70, 40)",back_3,7.58,0.12
"(0, 60, 70, 50)",back_3,7.6,0.12
"(0, 60, 70, 60)",back_3,8.08,0.12
"(0, 60, 70, 70)",back_3,8.82,0.13
"(0, 60, 70, 80)",back_3,8.05,0.12
"(0, 60, 70, 90)",back_9,8.74,0.13
"(0, 60, 70, 100)",back_9,9.07,0.13
"(0, 60, 80, 0)",back_2,6.52,0.11
"(0, 60, 80, 10)",back_15,7.73,0.12
"(0, 60, 80, 20)",back_6,8.13,0.12
"(0, 60, 80, 30)",front_11,7.59,0.12
"(0, 60, 80, 40)",back_3,7.67,0.12
"(0, 60, 80, 70)",back_3,8.06,0.12
"(0, 60, 80, 60)",back_3,7.79,0.12
"(0, 60, 80, 50)",back_3,7.7,0.12
"(0, 60, 80, 80)",back_3,8.65,0.13
"(0, 60, 80, 90)",back_3,7.25,0.12
"(0, 60, 80, 100)",back_9,8.09,0.13
"(0, 60, 90, 0)",front_2,6.57,0.11
"(0, 60, 90, 30)",front_11,7.83,0.12
"(0, 60, 90, 20)",front_11,7.79,0.12
"(0, 60, 90, 10)",back_15,8.13,0.12
"(0, 60, 90, 40)",front_10,7.6,0.12
"(0, 60, 90, 50)",front_10,8.28,0.12
"(0, 60, 90, 60)",back_3,7.26,0.12
"(0, 60, 90, 70)",back_3,8.26,0.12
"(0, 60, 90, 90)",back_3,8.47,0.13
"(0, 60, 90, 100)",back_3,8.21,0.12
"(0, 60, 90, 80)",back_3,8.21,0.12
"(0, 60, 100, 0)",front_2,6.36,0.11
"(0, 60, 100, 10)",back_15,7.96,0.12
"(0, 60, 100, 20)",back_6,7.62,0.12
"(0, 60, 100, 30)",back_6,7.74,0.12
"(0, 60, 100, 50)",front_10,7.19,0.12
"(0, 60, 100, 40)",front_10,8.03,0.12
"(0, 60, 100, 60)",back_3,7.69,0.12
"(0, 60, 100, 70)",back_3,7.76,0.12
"(0, 60, 100, 80)",back_3,8.42,0.13
"(0, 60, 100, 90)",back_3,8.22,0.12
"(0, 60, 100, 100)",back_3,7.73,0.12
"(0, 70, 0, 10)",back_6,8.76,0.13
"(0, 70, 0, 0)",back_6,6.76,0.12
"(0, 70, 0, 20)",back_3,10.0,0.13
"(0, 70, 0, 30)",back_5,11.01,0.14
"(0, 70, 0, 40)",back_5,10.7,0.14
"(0, 70, 0, 50)",back_5,12.39,0.14
"(0, 70, 0, 60)",back_5,10.08,0.13
"(0, 70, 0, 70)",back_5,9.97,0.13
"(0, 70, 0, 80)",back_4,10.04,0.13
"(0, 70, 0, 90)",back_3,9.25,0.13
"(0, 70, 0, 100)",front_9,9.37,0.13
"(0, 70, 10, 0)",back_8,7.24,0.12
"(0, 70, 10, 10)",back_6,8.81,0.13
"(0, 70, 10, 20)",back_3,9.13,0.13
"(0, 70, 10, 40)",front_14,9.82,0.14
"(0, 70, 10, 30)",back_5,9.34,0.13
"(0, 70, 10, 50)",back_3,10.36,0.14
"(0, 70, 10, 60)",back_3,10.31,0.13
"(0, 70, 10, 70)",back_4,9.49,0.13
"(0, 70, 10, 80)",back_15,9.89,0.13
"(0, 70, 10, 90)",back_15,9.84,0.13
"(0, 70, 10, 100)",front_7,9.02,0.13
"(0, 70, 20, 0)",back_8,7.08,0.12
"(0, 70, 20, 10)",front_7,7.13,0.11
"(0, 70, 20, 20)",back_3,9.28,0.13
"(0, 70, 20, 30)",back_3,9.29,0.13
"(0, 70, 20, 40)",back_3,9.39,0.13
"(0, 70, 20, 50)",back_3,11.05,0.14
"(0, 70, 20, 60)",back_3,10.4,0.14
"(0, 70, 20, 70)",back_4,10.62,0.14
"(0, 70, 20, 80)",back_4,9.37,0.13
"(0, 70, 20, 90)",back_3,9.31,0.13
"(0, 70, 20, 100)",back_15,9.18,0.13
"(0, 70, 30, 0)",back_8,7.46,0.12
"(0, 70, 30, 10)",front_7,7.18,0.12
"(0, 70, 30, 20)",back_6,9.76,0.13
"(0, 70, 30, 30)",back_3,9.28,0.13
"(0, 70, 30, 40)",back_3,8.87,0.13
"(0, 70, 30, 50)",back_3,11.45,0.14
"(0, 70, 30, 60)",back_4,11.25,0.14
"(0, 70, 30, 70)",back_4,10.45,0.14
"(0, 70, 30, 80)",back_4,9.19,0.13
"(0, 70, 30, 90)",back_4,9.0,0.13
"(0, 70, 30, 100)",back_4,8.83,0.13
"(0, 70, 40, 0)",back_9,7.11,0.12
"(0, 70, 40, 10)",back_2,7.61,0.12
"(0, 70, 40, 20)",back_3,9.63,0.13
"(0, 70, 40, 30)",back_3,10.45,0.14
"(0, 70, 40, 40)",back_6,8.3,0.13
"(0, 70, 40, 50)",back_3,8.96,0.13
"(0, 70, 40, 60)",back_3,9.25,0.13
"(0, 70, 40, 70)",back_4,9.59,0.13
"(0, 70, 40, 80)",back_4,9.02,0.13
"(0, 70, 40, 90)",back_4,8.73,0.13
"(0, 70, 40, 100)",front_7,8.59,0.13
"(0, 70, 50, 0)",back_9,8.04,0.12
"(0, 70, 50, 10)",back_2,7.27,0.12
"(0, 70, 50, 20)",back_3,9.16,0.13
"(0, 70, 50, 30)",back_3,11.19,0.14
"(0, 70, 50, 40)",back_8,8.04,0.13
"(0, 70, 50, 50)",back_3,8.65,0.13
"(0, 70, 50, 60)",back_3,8.68,0.13
"(0, 70, 50, 70)",back_3,8.64,0.13
"(0, 70, 50, 80)",back_3,8.38,0.13
"(0, 70, 50, 90)",back_4,8.3,0.12
"(0, 70, 50, 100)",front_10,7.91,0.12
"(0, 70, 60, 0)",back_8,7.03,0.12
"(0, 70, 60, 10)",back_3,8.12,0.12
"(0, 70, 60, 20)",back_3,8.18,0.12
"(0, 70, 60, 30)",back_3,9.39,0.13
"(0, 70, 60, 40)",back_3,9.15,0.13
"(0, 70, 60, 50)",back_3,7.79,0.12
"(0, 70, 60, 60)",back_3,7.95,0.12
"(0, 70, 60, 70)",back_3,7.92,0.12
"(0, 70, 60, 80)",back_3,8.2,0.12
"(0, 70, 60, 90)",front_12,7.77,0.12
"(0, 70, 60, 100)",front_8,7.69,0.12
"(0, 70, 70, 0)",back_2,7.51,0.12
"(0, 70, 70, 10)",back_2,7.58,0.12
"(0, 70, 70, 20)",front_10,7.99,0.12
"(0, 70, 70, 30)",back_3,8.48,0.13
"(0, 70, 70, 40)",back_3,9.2,0.13
"(0, 70, 70, 50)",back_3,8.02,0.12
"(0, 70, 70, 60)",back_3,8.24,0.12
"(0, 70, 70, 70)",back_3,7.67,0.12
"(0, 70, 70, 80)",back_3,7.72,0.12
"(0, 70, 70, 90)",front_12,7.69,0.12
"(0, 70, 70, 100)",front_12,7.86,0.12
"(0, 70, 80, 0)",front_13,7.1,0.12
"(0, 70, 80, 10)",back_2,7.58,0.12
"(0, 70, 80, 20)",front_10,8.85,0.13
"(0, 70, 80, 30)",back_3,9.82,0.13
"(0, 70, 80, 40)",back_3,9.17,0.13
"(0, 70, 80, 50)",front_10,7.49,0.12
"(0, 70, 80, 60)",back_3,7.64,0.12
"(0, 70, 80, 70)",back_3,8.08,0.12
"(0, 70, 80, 80)",back_3,8.82,0.13
"(0, 70, 80, 90)",back_3,8.05,0.12
"(0, 70, 80, 100)",back_9,8.14,0.13
"(0, 70, 90, 0)",front_3,6.56,0.11
"(0, 70, 90, 10)",back_15,7.14,0.12
"(0, 70, 90, 20)",back_2,8.29,0.12
"(0, 70, 90, 30)",back_6,9.21,0.13
"(0, 70, 90, 40)",back_3,8.04,0.12
"(0, 70, 90, 50)",back_3,7.58,0.12
"(0, 70, 90, 60)",front_11,7.33,0.12
"(0, 70, 90, 70)",back_3,8.09,0.12
"(0, 70, 90, 80)",back_3,8.35,0.13
"(0, 70, 90, 90)",back_3,8.65,0.13
"(0, 70, 90, 100)",back_9,7.98,0.13
"(0, 70, 100, 0)",front_2,6.16,0.11
"(0, 70, 100, 10)",back_15,7.64,0.12
"(0, 70, 100, 20)",back_2,8.54,0.12
"(0, 70, 100, 30)",back_6,8.78,0.13
"(0, 70, 100, 40)",back_6,7.49,0.12
"(0, 70, 100, 50)",front_10,7.34,0.12
"(0, 70, 100, 60)",back_3,8.02,0.12
"(0, 70, 100, 70)",back_3,7.41,0.12
"(0, 70, 100, 80)",back_3,8.26,0.12
"(0, 70, 100, 90)",back_3,8.21,0.12
"(0, 70, 100, 100)",back_3,8.52,0.13
"(0, 80, 0, 0)",back_6,6.76,0.12
"(0, 80, 0, 10)",back_5,9.49,0.13
"(0, 80, 0, 20)",back_3,8.83,0.13
"(0, 80, 0, 40)",back_5,10.99,0.14
"(0, 80, 0, 30)",back_5,9.91,0.13
"(0, 80, 0, 50)",back_5,11.95,0.14
"(0, 80, 0, 60)",back_5,11.81,0.14
"(0, 80, 0, 70)",back_5,9.78,0.13
"(0, 80, 0, 80)",back_5,9.97,0.13
"(0, 80, 0, 90)",back_4,10.04,0.13
"(0, 80, 10, 0)",back_8,7.88,0.12
"(0, 80, 0, 100)",back_4,9.68,0.13
"(0, 80, 10, 10)",back_5,10.94,0.14
"(0, 80, 10, 30)",back_5,9.83,0.13
"(0, 80, 10, 20)",back_3,8.44,0.12
"(0, 80, 10, 40)",back_5,9.23,0.13
"(0, 80, 10, 50)",back_5,10.42,0.14
"(0, 80, 10, 60)",back_3,10.22,0.13
"(0, 80, 10, 70)",back_3,9.69,0.13
"(0, 80, 10, 80)",back_5,9.55,0.13
"(0, 80, 10, 100)",back_4,10.2,0.13
"(0, 80, 10, 90)",back_5,10.43,0.14
"(0, 80, 20, 0)",back_8,7.88,0.12
"(0, 80, 20, 10)",back_6,7.94,0.12
"(0, 80, 20, 30)",back_3,8.96,0.13
"(0, 80, 20, 20)",back_3,8.66,0.13
"(0, 80, 20, 40)",back_3,8.36,0.12
"(0, 80, 20, 50)",back_3,10.09,0.13
"(0, 80, 20, 60)",back_3,10.68,0.14
"(0, 80, 20, 70)",back_3,10.84,0.14
"(0, 80, 20, 80)",back_4,9.46,0.13
"(0, 80, 20, 90)",back_4,9.45,0.13
"(0, 80, 20, 100)",back_3,9.31,0.13
"(0, 80, 30, 0)",back_8,8.66,0.13
"(0, 80, 30, 10)",back_6,7.6,0.12
"(0, 80, 30, 20)",back_3,8.27,0.12
"(0, 80, 30, 30)",back_6,8.97,0.13
"(0, 80, 30, 40)",back_8,9.23,0.13
"(0, 80, 30, 50)",back_3,9.71,0.13
"(0, 80, 30, 60)",back_3,10.72,0.14
"(0, 80, 30, 70)",back_4,10.92,0.14
"(0, 80, 30, 90)",back_4,8.97,0.13
"(0, 80, 30, 80)",back_4,9.79,0.13
"(0, 80, 30, 100)",back_4,9.06,0.13
"(0, 80, 40, 0)",back_8,7.54,0.12
"(0, 80, 40, 10)",front_2,7.45,0.12
"(0, 80, 40, 20)",back_3,9.57,0.13
"(0, 80, 40, 30)",back_6,10.33,0.14
"(0, 80, 40, 40)",back_3,9.92,0.13
"(0, 80, 40, 50)",back_3,9.16,0.13
"(0, 80, 40, 60)",back_3,11.32,0.14
"(0, 80, 40, 70)",back_4,9.19,0.13
"(0, 80, 40, 80)",back_4,10.13,0.13
"(0, 80, 40, 90)",back_4,9.68,0.13
"(0, 80, 40, 100)",back_4,8.85,0.13
"(0, 80, 50, 0)",back_9,7.13,0.12
"(0, 80, 50, 10)",back_6,7.37,0.12
"(0, 80, 50, 20)",back_3,8.65,0.13
"(0, 80, 50, 30)",back_3,10.04,0.13
"(0, 80, 50, 40)",back_3,10.29,0.13
"(0, 80, 50, 50)",back_3,7.45,0.12
"(0, 80, 50, 60)",back_3,8.71,0.13
"(0, 80, 50, 70)",back_3,8.49,0.13
"(0, 80, 50, 80)",back_4,8.61,0.13
"(0, 80, 50, 90)",back_4,8.68,0.13
"(0, 80, 50, 100)",back_4,8.81,0.13
"(0, 80, 60, 0)",back_9,8.14,0.12
"(0, 80, 60, 10)",back_3,7.76,0.12
"(0, 80, 60, 20)",back_3,8.76,0.13
"(0, 80, 60, 40)",back_3,10.46,0.14
"(0, 80, 60, 30)",back_3,12.61,0.15
"(0, 80, 60, 50)",front_10,8.01,0.12
"(0, 80, 60, 60)",back_3,8.61,0.13
"(0, 80, 60, 70)",back_3,8.68,0.13
"(0, 80, 60, 80)",back_3,8.36,0.13
"(0, 80, 60, 90)",back_3,8.48,0.13
"(0, 80, 60, 100)",front_12,7.69,0.12
"(0, 80, 70, 0)",back_8,6.93,0.12
"(0, 80, 70, 10)",back_2,7.81,0.12
"(0, 80, 70, 20)",back_2,8.78,0.13
"(0, 80, 70, 30)",back_6,10.46,0.14
"(0, 80, 70, 40)",back_3,9.28,0.13
"(0, 80, 70, 50)",back_3,7.7,0.12
"(0, 80, 70, 60)",back_3,7.48,0.12
"(0, 80, 70, 70)",back_3,8.67,0.13
"(0, 80, 70, 80)",back_3,8.04,0.12
"(0, 80, 70, 90)",back_3,7.8,0.12
"(0, 80, 70, 100)",back_3,7.5,0.12
"(0, 80, 80, 0)",back_2,7.51,0.12
"(0, 80, 80, 10)",back_2,7.68,0.12
"(0, 80, 80, 20)",back_2,8.23,0.12
"(0, 80, 80, 30)",back_3,10.16,0.13
"(0, 80, 80, 40)",back_3,9.87,0.13
"(0, 80, 80, 50)",back_3,7.4,0.12
"(0, 80, 80, 60)",back_3,8.18,0.12
"(0, 80, 80, 70)",back_3,8.24,0.12
"(0, 80, 80, 80)",back_3,7.67,0.12
"(0, 80, 80, 90)",back_3,7.72,0.12
"(0, 80, 80, 100)",back_3,7.78,0.12
"(0, 80, 90, 0)",front_12,7.54,0.12
"(0, 80, 90, 10)",back_2,7.57,0.12
"(0, 80, 90, 20)",back_2,8.62,0.12
"(0, 80, 90, 30)",back_3,10.08,0.13
"(0, 80, 90, 40)",back_3,8.41,0.13
